timestamp,timestamp,duration(sec),fixture,demand(gpm),duration(min)
2007-01-02 01:27:24,2007-01-02 01:27:24,18,Sink 3,0.7209421786725559,0.3
2007-01-02 04:13:24,2007-01-02 04:13:24,6,Kitchen Sink,1.4682895647770702,0.1
2007-01-02 05:44:48,2007-01-02 05:44:48,30,CW,2.411,0.5
2007-01-02 06:16:42,2007-01-02 06:16:42,12,Sink 3,1.17783228302553,0.2
2007-01-02 06:48:48,2007-01-02 06:48:48,96,Sink 4,1.4186797811170273,1.6
2007-01-02 07:24:48,2007-01-02 07:24:48,264,Shower 2,2.15162432680411,4.4
2007-01-02 07:47:00,2007-01-02 07:47:00,18,Kitchen Sink,1.4490857775538275,0.3
2007-01-02 07:49:00,2007-01-02 07:49:00,48,Sink 2,0.650528292187334,0.8
2007-01-02 07:50:54,2007-01-02 07:50:54,42,Sink 3,0.4336855281248894,0.7
2007-01-02 09:02:06,2007-01-02 09:02:06,234,Kitchen Sink,0.702538549250282,3.9
2007-01-02 09:04:00,2007-01-02 09:04:00,36,Kitchen Sink,0.8393655332158836,0.6
2007-01-02 09:05:54,2007-01-02 09:05:54,6,Sink 2,1.3906742580831324,0.1
2007-01-02 09:07:54,2007-01-02 09:07:54,24,Kitchen Sink,0.7881554339539041,0.4
2007-01-02 09:08:48,2007-01-02 09:08:48,42,DW1,1.199,0.7
2007-01-02 09:09:48,2007-01-02 09:09:48,6,Kitchen Sink,0.37207337745032026,0.1
2007-01-02 09:11:42,2007-01-02 09:11:42,6,Sink 4,0.4184825299064892,0.1
2007-01-02 09:13:36,2007-01-02 09:13:36,48,Kitchen Sink,1.1122193433461185,0.8
2007-01-02 09:15:36,2007-01-02 09:15:36,12,Kitchen Sink,1.1810329142294036,0.2
2007-01-02 09:17:30,2007-01-02 09:17:30,108,Kitchen Sink,1.5170991906361444,1.8
2007-01-02 09:18:36,2007-01-02 09:18:36,102,DW1,1.193,1.7
2007-01-02 09:28:24,2007-01-02 09:28:24,78,DW1,1.409,1.3
